#RIC;Alias Underlying RIC;Domain;Date-Time;GMT Offset;Type;Bid Price;Bid Size;Ask Price;Ask Size
SETU26;;Market Price;2026-09-04T13:30:06.061638834Z;-5;Quote;3;100;7.25;60
SETU26;;Market Price;2026-09-04T13:30:06.061638834Z;-5;Quote;3;100;7.25;70
SETU26;;Market Price;2026-09-04T13:30:06.061638834Z;-5;Quote;3;110;7.25;70
SETU26;;Market Price;2026-09-04T13:30:06.061638834Z;-5;Quote;3;120;7.25;70
SETU26;;Market Price;2026-09-04T13:30:06.061638834Z;-5;Quote;3;120;7.25;80
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;10;7.25;80
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;30;7.25;80
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;40;7.25;80
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;40;7.2;10
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;50;7.2;10
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;60;7.2;10
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;70;7.2;10
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;80;7.2;10
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;80;7.2;20
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;110;7.2;20
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;110;7.2;30
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;110;7.2;40
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;120;7.2;40
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;120;7.2;70
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;130;7.2;70
SETU26;;Market Price;2026-09-04T13:30:06.126103817Z;-5;Quote;3.05;130;7.2;80
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.6;18;7.2;80
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;20;7.2;80
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;20;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;30;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;40;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;50;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;60;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;70;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;80;7.15;10
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;80;7.15;20
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;110;7.15;20
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;110;7.15;30
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;110;7.15;40
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;110;7.15;70
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;120;7.15;70
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;130;7.15;70
SETU26;;Market Price;2026-09-04T13:30:06.626746968Z;-5;Quote;4.65;130;7.15;80
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;10;7.15;80
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;30;7.15;80
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;40;7.15;80
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;50;7.15;80
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;50;7.1;10
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;60;7.1;10
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;70;7.1;10
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;80;7.1;10
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;110;7.1;10
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;110;7.1;20
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;110;7.1;30
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;120;7.1;30
SETU26;;Market Price;2026-09-04T13:30:06.806436345Z;-5;Quote;4.7;130;7.1;30
SETU26;;Market Price;2026-09-04T13:30:06.826427974Z;-5;Quote;4.75;18;7.1;30
SETU26;;Market Price;2026-09-04T13:30:07.916325053Z;-5;Quote;4.8;10;7.1;30
SETU26;;Market Price;2026-09-04T13:30:07.916325053Z;-5;Quote;4.8;20;7.1;30
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.8;20;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;10;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;30;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;40;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;70;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;80;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;90;7.05;10
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;90;7.05;20
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;90;7.05;30
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;100;7.05;30
SETU26;;Market Price;2026-09-04T13:30:07.922355520Z;-5;Quote;4.85;110;7.05;30
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;10;7.05;30
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;20;7.05;30
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;20;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;30;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;40;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;50;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;70;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;80;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;110;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;120;7;10
SETU26;;Market Price;2026-09-04T13:30:08.616569476Z;-5;Quote;4.9;130;7;10
SETU26;;Market Price;2026-09-04T13:30:08.636973178Z;-5;Quote;4.95;18;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.9;130;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;10;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;20;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;30;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;40;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;60;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;70;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;80;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;110;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;120;7;10
SETU26;;Market Price;2026-09-04T13:30:09.371592832Z;-5;Quote;4.95;130;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;10;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;20;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;30;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;50;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;60;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;70;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;100;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;110;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;120;7;10
SETU26;;Market Price;2026-09-04T13:30:09.822136844Z;-5;Quote;5;130;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.05;10;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;10;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;30;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;50;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;60;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;70;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;80;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;110;7;10
SETU26;;Market Price;2026-09-04T13:30:10.086757502Z;-5;Quote;5.1;120;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.15;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;10;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;30;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;50;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;60;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;70;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;80;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;110;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;120;7;10
SETU26;;Market Price;2026-09-04T13:30:10.141760118Z;-5;Quote;5.2;130;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.25;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;30;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;40;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;50;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;60;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;70;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;100;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;110;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;120;7;10
SETU26;;Market Price;2026-09-04T13:30:10.282138441Z;-5;Quote;5.3;130;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.35;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;30;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;40;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;50;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;60;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;70;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;80;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;110;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;120;7;10
SETU26;;Market Price;2026-09-04T13:30:10.366761155Z;-5;Quote;5.4;130;7;10
SETU26;;Market Price;2026-09-04T13:30:10.456324480Z;-5;Quote;5.45;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;10;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;20;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;40;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;50;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;60;7;10
SETU26;;Market Price;2026-09-04T13:30:10.462326746Z;-5;Quote;5.5;70;7;10
